# temperatura, humedad relativa, hora -> hcb
(35, 60, 10) -> 8
(35, 60, 11) -> 8
(35, 60, 12) -> 8
(35, 60, 13) -> 8
(35, 60, 14) -> 8
(35, 60, 15) -> 8
(35, 60, 16) -> 8
(35, 60, 17) -> 8
(35, 60, 18) -> 8
(35, 60, 19) -> 8
(35, 60, 20) -> 8
(35, 60, 21) -> 8
(35, 60, 22) -> 8
(35, 60, 23) -> 8
(35, 65, 0) -> 8
(35, 65, 1) -> 8
(35, 65, 2) -> 8
(35, 65, 3) -> 8
(35, 65, 4) -> 8
(35, 65, 5) -> 8
(35, 65, 6) -> 8
(35, 65, 7) -> 8
(35, 65, 8) -> 8
(35, 65, 9) -> 8
(35, 65, 10) -> 8
(35, 65, 11) -> 8
(35, 65, 12) -> 8
(35, 65, 13) -> 8
(35, 65, 14) -> 8
(35, 65, 15) -> 8
(35, 65, 16) -> 8
(35, 65, 17) -> 8
(35, 65, 18) -> 8
(35, 65, 19) -> 8
(35, 65, 20) -> 8
(35, 65, 21) -> 8
(35, 65, 22) -> 8
(35, 65, 23) -> 8
(35, 70, 0) -> 9
(35, 70, 1) -> 9
(35, 70, 2) -> 9
(35, 70, 3) -> 9
(35, 70, 4) -> 9
(35, 70, 5) -> 9
(35, 70, 6) -> 9
(35, 70, 7) -> 9
(35, 70, 8) -> 9
(35, 70, 9) -> 9
(35, 70, 10) -> 9
(35, 70, 11) -> 9
(35, 70, 12) -> 9
(35, 70, 13) -> 9
(35, 70, 14) -> 9
(35, 70, 15) -> 9
(35, 70, 16) -> 9
(35, 70, 17) -> 9
(35, 70, 18) -> 9
(35, 70, 19) -> 9
(35, 70, 20) -> 9
(35, 70, 21) -> 9
(35, 70, 22) -> 9
(35, 70, 23) -> 9
(35, 75, 0) -> 10
(35, 75, 1) -> 10
(35, 75, 2) -> 10
(35, 75, 3) -> 10
(35, 75, 4) -> 10
(35, 75, 5) -> 10
(35, 75, 6) -> 10
(35, 75, 7) -> 10
(35, 75, 8) -> 10
(35, 75, 9) -> 10
(35, 75, 10) -> 10
(35, 75, 11) -> 10
(35, 75, 12) -> 10
(35, 75, 13) -> 10
(35, 75, 14) -> 10
(35, 75, 15) -> 10
(35, 75, 16) -> 10
(35, 75, 17) -> 10
(35, 75, 18) -> 10
(35, 75, 19) -> 10
(35, 75, 20) -> 10
(35, 75, 21) -> 10
(35, 75, 22) -> 10
(35, 75, 23) -> 10
(35, 80, 0) -> 10
(35, 80, 1) -> 10
(35, 80, 2) -> 10
(35, 80, 3) -> 10
(35, 80, 4) -> 10
(35, 80, 5) -> 10
(35, 80, 6) -> 10
(35, 80, 7) -> 10
(35, 80, 8) -> 10
(35, 80, 9) -> 10
(35, 80, 10) -> 10
(35, 80, 11) -> 10
(35, 80, 12) -> 10
(35, 80, 13) -> 10
(35, 80, 14) -> 10
(35, 80, 15) -> 10
(35, 80, 16) -> 10
(35, 80, 17) -> 10
(35, 80, 18) -> 10
(35, 80, 19) -> 10
(35, 80, 20) -> 10
(35, 80, 21) -> 10
(35, 80, 22) -> 10
(35, 80, 23) -> 10
(35, 85, 0) -> 11
(35, 85, 1) -> 11
(35, 85, 2) -> 11
(35, 85, 3) -> 11
(35, 85, 4) -> 11
(35, 85, 5) -> 11
(35, 85, 6) -> 11
(35, 85, 7) -> 11
(35, 85, 8) -> 11
(35, 85, 9) -> 11
(35, 85, 10) -> 11
(35, 85, 11) -> 11
(35, 85, 12) -> 11
(35, 85, 13) -> 11
(35, 85, 14) -> 11
(35, 85, 15) -> 11
(35, 85, 16) -> 11
(35, 85, 17) -> 11
(35, 85, 18) -> 11
(35, 85, 19) -> 11
(35, 85, 20) -> 11
(35, 85, 21) -> 11
(35, 85, 22) -> 11
(35, 85, 23) -> 11
(35, 90, 0) -> 12
(35, 90, 1) -> 12
(35, 90, 2) -> 12
(35, 90, 3) -> 12
(35, 90, 4) -> 12
(35, 90, 5) -> 12
(35, 90, 6) -> 12
(35, 90, 7) -> 12
(35, 90, 8) -> 12
(35, 90, 9) -> 12
(35, 90, 10) -> 12
(35, 90, 11) -> 12
(35, 90, 12) -> 12
(35, 90, 13) -> 12
(35, 90, 14) -> 12
(35, 90, 15) -> 12
(35, 90, 16) -> 12
(35, 90, 17) -> 12
(35, 90, 18) -> 12
(35, 90, 19) -> 12
(35, 90, 20) -> 12
(35, 90, 21) -> 12
(35, 90, 22) -> 12
(35, 90, 23) -> 12
(35, 95, 0) -> 12
(35, 95, 1) -> 12
(35, 95, 2) -> 12
(35, 95, 3) -> 12
(35, 95, 4) -> 12
(35, 95, 5) -> 12
(35, 95, 6) -> 12
(35, 95, 7) -> 12
(35, 95, 8) -> 12
(35, 95, 9) -> 12
(35, 95, 10) -> 12
(35, 95, 11) -> 12
(35, 95, 12) -> 12
(35, 95, 13) -> 12
(35, 95, 14) -> 12
(35, 95, 15) -> 12
(35, 95, 16) -> 12
(35, 95, 17) -> 12
(35, 95, 18) -> 12
(35, 95, 19) -> 12
(35, 95, 20) -> 12
(35, 95, 21) -> 12
(35, 95, 22) -> 12
(35, 95, 23) -> 12
(35, 100, 0) -> 13
(35, 100, 1) -> 13
(35, 100, 2) -> 13
(35, 100, 3) -> 13
(35, 100, 4) -> 13
(35, 100, 5) -> 13
(35, 100, 6) -> 13
(35, 100, 7) -> 13
(35, 100, 8) -> 13
(35, 100, 9) -> 13
(35, 100, 10) -> 13
(35, 100, 11) -> 13
(35, 100, 12) -> 13
(35, 100, 13) -> 13
(35, 100, 14) -> 13
(35, 100, 15) -> 13
(35, 100, 16) -> 13
(35, 100, 17) -> 13
(35, 100, 18) -> 13
(35, 100, 19) -> 13
(35, 100, 20) -> 13
(35, 100, 21) -> 13
(35, 100, 22) -> 13
(35, 100, 23) -> 13
(40, 0, 0) -> 1
(40, 0, 1) -> 1
(40, 0, 2) -> 1
(40, 0, 3) -> 1
(40, 0, 4) -> 1
(40, 0, 5) -> 1
(40, 0, 6) -> 1
(40, 0, 7) -> 1
(40, 0, 8) -> 1
(40, 0, 9) -> 1
(40, 0, 10) -> 1
(40, 0, 11) -> 1
(40, 0, 12) -> 1
(40, 0, 13) -> 1
(40, 0, 14) -> 1
(40, 0, 15) -> 1
(40, 0, 16) -> 1
(40, 0, 17) -> 1
(40, 0, 18) -> 1
(40, 0, 19) -> 1
(40, 0, 20) -> 1
(40, 0, 21) -> 1
(40, 0, 22) -> 1
(40, 0, 23) -> 1
(40, 5, 0) -> 1
(40, 5, 1) -> 1
(40, 5, 2) -> 1
(40, 5, 3) -> 1
(40, 5, 4) -> 1
(40, 5, 5) -> 1
(40, 5, 6) -> 1
(40, 5, 7) -> 1
(40, 5, 8) -> 1
(40, 5, 9) -> 1
(40, 5, 10) -> 1
(40, 5, 11) -> 1
(40, 5, 12) -> 1
(40, 5, 13) -> 1
(40, 5, 14) -> 1
(40, 5, 15) -> 1
(40, 5, 16) -> 1
(40, 5, 17) -> 1
(40, 5, 18) -> 1
(40, 5, 19) -> 1
(40, 5, 20) -> 1
(40, 5, 21) -> 1
(40, 5, 22) -> 1
(40, 5, 23) -> 1
(40, 10, 0) -> 2
(40, 10, 1) -> 2
(40, 10, 2) -> 2
(40, 10, 3) -> 2
(40, 10, 4) -> 2
(40, 10, 5) -> 2
(40, 10, 6) -> 2
(40, 10, 7) -> 2
(40, 10, 8) -> 2
(40, 10, 9) -> 2
(40, 10, 10) -> 2
(40, 10, 11) -> 2
(40, 10, 12) -> 2
(40, 10, 13) -> 2
(40, 10, 14) -> 2
(40, 10, 15) -> 2
(40, 10, 16) -> 2
(40, 10, 17) -> 2
(40, 10, 18) -> 2
(40, 10, 19) -> 2
(40, 10, 20) -> 2
(40, 10, 21) -> 2
(40, 10, 22) -> 2
(40, 10, 23) -> 2
(40, 15, 0) -> 2
(40, 15, 1) -> 2
(40, 15, 2) -> 2
(40, 15, 3) -> 2
(40, 15, 4) -> 2
(40, 15, 5) -> 2
(40, 15, 6) -> 2
(40, 15, 7) -> 2
(40, 15, 8) -> 2
(40, 15, 9) -> 2
(40, 15, 10) -> 2
(40, 15, 11) -> 2
(40, 15, 12) -> 2
(40, 15, 13) -> 2
(40, 15, 14) -> 2
(40, 15, 15) -> 2
(40, 15, 16) -> 2
(40, 15, 17) -> 2
(40, 15, 18) -> 2
(40, 15, 19) -> 2
(40, 15, 20) -> 2
(40, 15, 21) -> 2
(40, 15, 22) -> 2
(40, 15, 23) -> 2
(40, 20, 0) -> 3
(40, 20, 1) -> 3
(40, 20, 2) -> 3
(40, 20, 3) -> 3
(40, 20, 4) -> 3
(40, 20, 5) -> 3
(40, 20, 6) -> 3
(40, 20, 7) -> 3
(40, 20, 8) -> 3
(40, 20, 9) -> 3
(40, 20, 10) -> 3
(40, 20, 11) -> 3
(40, 20, 12) -> 3
(40, 20, 13) -> 3
(40, 20, 14) -> 3
(40, 20, 15) -> 3
(40, 20, 16) -> 3
(40, 20, 17) -> 3
(40, 20, 18) -> 3
(40, 20, 19) -> 3
(40, 20, 20) -> 3
(40, 20, 21) -> 3
(40, 20, 22) -> 3
(40, 20, 23) -> 3
(40, 25, 0) -> 4
(40, 25, 1) -> 4
(40, 25, 2) -> 4
(40, 25, 3) -> 4
(40, 25, 4) -> 4
(40, 25, 5) -> 4
(40, 25, 6) -> 4
(40, 25, 7) -> 4
(40, 25, 8) -> 4
(40, 25, 9) -> 4
(40, 25, 10) -> 4
(40, 25, 11) -> 4
(40, 25, 12) -> 4
(40, 25, 13) -> 4
(40, 25, 14) -> 4
(40, 25, 15) -> 4
(40, 25, 16) -> 4
(40, 25, 17) -> 4
(40, 25, 18) -> 4
(40, 25, 19) -> 4
(40, 25, 20) -> 4
(40, 25, 21) -> 4
(40, 25, 22) -> 4
(40, 25, 23) -> 4
(40, 30, 0) -> 4
(40, 30, 1) -> 4
(40, 30, 2) -> 4
(40, 30, 3) -> 4
(40, 30, 4) -> 4
(40, 30, 5) -> 4
(40, 30, 6) -> 4
(40, 30, 7) -> 4
(40, 30, 8) -> 4
(40, 30, 9) -> 4
(40, 30, 10) -> 4
(40, 30, 11) -> 4
(40, 30, 12) -> 4
(40, 30, 13) -> 4
(40, 30, 14) -> 4
(40, 30, 15) -> 4
(40, 30, 16) -> 4
(40, 30, 17) -> 4
(40, 30, 18) -> 4
(40, 30, 19) -> 4
(40, 30, 20) -> 4
(40, 30, 21) -> 4
(40, 30, 22) -> 4
(40, 30, 23) -> 4
(40, 35, 0) -> 5
(40, 35, 1) -> 5
(40, 35, 2) -> 5
(40, 35, 3) -> 5
(40, 35, 4) -> 5
(40, 35, 5) -> 5
(40, 35, 6) -> 5
(40, 35, 7) -> 5
(40, 35, 8) -> 5
(40, 35, 9) -> 5
(40, 35, 10) -> 5
(40, 35, 11) -> 5
(40, 35, 12) -> 5
(40, 35, 13) -> 5
(40, 35, 14) -> 5
(40, 35, 15) -> 5
(40, 35, 16) -> 5
(40, 35, 17) -> 5
(40, 35, 18) -> 5
(40, 35, 19) -> 5
(40, 35, 20) -> 5
(40, 35, 21) -> 5
(40, 35, 22) -> 5
(40, 35, 23) -> 5
(40, 40, 0) -> 6
(40, 40, 1) -> 6
(40, 40, 2) -> 6
(40, 40, 3) -> 6
(40, 40, 4) -> 6
(40, 40, 5) -> 6
(40, 40, 6) -> 6
(40, 40, 7) -> 6
(40, 40, 8) -> 6
(40, 40, 9) -> 6
(40, 40, 10) -> 6
(40, 40, 11) -> 6
(40, 40, 12) -> 6
(40, 40, 13) -> 6
(40, 40, 14) -> 6
(40, 40, 15) -> 6
(40, 40, 16) -> 6
(40, 40, 17) -> 6
(40, 40, 18) -> 6
(40, 40, 19) -> 6
(40, 40, 20) -> 6
(40, 40, 21) -> 6
(40, 40, 22) -> 6
(40, 40, 23) -> 6
(40, 45, 0) -> 7
(40, 45, 1) -> 7
(40, 45, 2) -> 7
(40, 45, 3) -> 7
(40, 45, 4) -> 7
(40, 45, 5) -> 7
(40, 45, 6) -> 7
(40, 45, 7) -> 7
(40, 45, 8) -> 7
(40, 45, 9) -> 7
(40, 45, 10) -> 7
(40, 45, 11) -> 7
(40, 45, 12) -> 7
(40, 45, 13) -> 7
(40, 45, 14) -> 7
(40, 45, 15) -> 7
(40, 45, 16) -> 7
(40, 45, 17) -> 7
(40, 45, 18) -> 7
(40, 45, 19) -> 7
(40, 45, 20) -> 7
(40, 45, 21) -> 7
(40, 45, 22) -> 7
(40, 45, 23) -> 7
(40, 50, 0) -> 7
(40, 50, 1) -> 7
(40, 50, 2) -> 7
(40, 50, 3) -> 7
(40, 50, 4) -> 7
(40, 50, 5) -> 7
(40, 50, 6) -> 7
(40, 50, 7) -> 7
(40, 50, 8) -> 7
(40, 50, 9) -> 7
(40, 50, 10) -> 7
(40, 50, 11) -> 7
(40, 50, 12) -> 7
(40, 50, 13) -> 7
(40, 50, 14) -> 7
(40, 50, 15) -> 7
(40, 50, 16) -> 7
(40, 50, 17) -> 7
(40, 50, 18) -> 7
(40, 50, 19) -> 7
(40, 50, 20) -> 7
(40, 50, 21) -> 7
(40, 50, 22) -> 7
(40, 50, 23) -> 7
(40, 55, 0) -> 8
(40, 55, 1) -> 8
(40, 55, 2) -> 8
(40, 55, 3) -> 8
(40, 55, 4) -> 8
(40, 55, 5) -> 8
(40, 55, 6) -> 8
(40, 55, 7) -> 8
(40, 55, 8) -> 8
(40, 55, 9) -> 8
(40, 55, 10) -> 8
(40, 55, 11) -> 8
(40, 55, 12) -> 8
(40, 55, 13) -> 8
(40, 55, 14) -> 8
(40, 55, 15) -> 8
(40, 55, 16) -> 8
(40, 55, 17) -> 8
(40, 55, 18) -> 8
(40, 55, 19) -> 8
(40, 55, 20) -> 8
(40, 55, 21) -> 8
(40, 55, 22) -> 8
(40, 55, 23) -> 8
(40, 60, 0) -> 8
(40, 60, 1) -> 8
(40, 60, 2) -> 8
(40, 60, 3) -> 8
(40, 60, 4) -> 8
(40, 60, 5) -> 8
(40, 60, 6) -> 8
(40, 60, 7) -> 8
(40, 60, 8) -> 8
(40, 60, 9) -> 8
(40, 60, 10) -> 8
(40, 60, 11) -> 8
(40, 60, 12) -> 8
(40, 60, 13) -> 8
(40, 60, 14) -> 8
(40, 60, 15) -> 8
(40, 60, 16) -> 8
(40, 60, 17) -> 8
(40, 60, 18) -> 8
(40, 60, 19) -> 8
(40, 60, 20) -> 8
(40, 60, 21) -> 8
(40, 60, 22) -> 8
(40, 60, 23) -> 8
(40, 65, 0) -> 8
(40, 65, 1) -> 8
(40, 65, 2) -> 8
(40, 65, 3) -> 8
(40, 65, 4) -> 8
(40, 65, 5) -> 8
(40, 65, 6) -> 8
(40, 65, 7) -> 8
(40, 65, 8) -> 8
(40, 65, 9) -> 8
(40, 65, 10) -> 8
(40, 65, 11) -> 8
(40, 65, 12) -> 8
(40, 65, 13) -> 8
(40, 65, 14) -> 8
(40, 65, 15) -> 8
(40, 65, 16) -> 8
(40, 65, 17) -> 8
(40, 65, 18) -> 8
(40, 65, 19) -> 8
(40, 65, 20) -> 8
(40, 65, 21) -> 8
(40, 65, 22) -> 8
(40, 65, 23) -> 8
(40, 70, 0) -> 9
(40, 70, 1) -> 9
(40, 70, 2) -> 9
(40, 70, 3) -> 9
(40, 70, 4) -> 9
(40, 70, 5) -> 9
(40, 70, 6) -> 9
(40, 70, 7) -> 9
(40, 70, 8) -> 9
(40, 70, 9) -> 9
(40, 70, 10) -> 9
(40, 70, 11) -> 9
(40, 70, 12) -> 9
(40, 70, 13) -> 9
(40, 70, 14) -> 9
(40, 70, 15) -> 9
(40, 70, 16) -> 9
(40, 70, 17) -> 9
(40, 70, 18) -> 9
(40, 70, 19) -> 9
(40, 70, 20) -> 9
(40, 70, 21) -> 9
(40, 70, 22) -> 9
(40, 70, 23) -> 9
(40, 75, 0) -> 10
(40, 75, 1) -> 10
(40, 75, 2) -> 10
(40, 75, 3) -> 10
(40, 75, 4) -> 10
(40, 75, 5) -> 10
(40, 75, 6) -> 10
(40, 75, 7) -> 10
(40, 75, 8) -> 10
(40, 75, 9) -> 10
(40, 75, 10) -> 10
(40, 75, 11) -> 10
(40, 75, 12) -> 10
(40, 75, 13) -> 10
(40, 75, 14) -> 10
(40, 75, 15) -> 10
(40, 75, 16) -> 10
(40, 75, 17) -> 10
(40, 75, 18) -> 10
(40, 75, 19) -> 10
(40, 75, 20) -> 10
(40, 75, 21) -> 10
(40, 75, 22) -> 10
(40, 75, 23) -> 10
(40, 80, 0) -> 10
(40, 80, 1) -> 10
(40, 80, 2) -> 10
(40, 80, 3) -> 10
(40, 80, 4) -> 10
(40, 80, 5) -> 10
(40, 80, 6) -> 10
(40, 80, 7) -> 10
(40, 80, 8) -> 10
(40, 80, 9) -> 10
(40, 80, 10) -> 10
(40, 80, 11) -> 10
(40, 80, 12) -> 10
(40, 80, 13) -> 10
(40, 80, 14) -> 10
(40, 80, 15) -> 10
(40, 80, 16) -> 10
(40, 80, 17) -> 10
(40, 80, 18) -> 10
(40, 80, 19) -> 10
(40, 80, 20) -> 10
(40, 80, 21) -> 10
(40, 80, 22) -> 10
(40, 80, 23) -> 10
(40, 85, 0) -> 11
(40, 85, 1) -> 11
(40, 85, 2) -> 11
(40, 85, 3) -> 11
(40, 85, 4) -> 11
(40, 85, 5) -> 11
(40, 85, 6) -> 11
(40, 85, 7) -> 11
(40, 85, 8) -> 11
(40, 85, 9) -> 11
(40, 85, 10) -> 11
(40, 85, 11) -> 11
(40, 85, 12) -> 11
(40, 85, 13) -> 11
(40, 85, 14) -> 11
(40, 85, 15) -> 11
(40, 85, 16) -> 11
(40, 85, 17) -> 11
(40, 85, 18) -> 11
(40, 85, 19) -> 11
(40, 85, 20) -> 11
(40, 85, 21) -> 11
(40, 85, 22) -> 11
(40, 85, 23) -> 11
(40, 90, 0) -> 12
(40, 90, 1) -> 12
(40, 90, 2) -> 12
(40, 90, 3) -> 12
(40, 90, 4) -> 12
(40, 90, 5) -> 12
(40, 90, 6) -> 12
(40, 90, 7) -> 12
(40, 90, 8) -> 12
(40, 90, 9) -> 12
(40, 90, 10) -> 12
(40, 90, 11) -> 12
(40, 90, 12) -> 12
(40, 90, 13) -> 12
(40, 90, 14) -> 12
(40, 90, 15) -> 12
(40, 90, 16) -> 12
(40, 90, 17) -> 12
(40, 90, 18) -> 12
(40, 90, 19) -> 12
(40, 90, 20) -> 12
(40, 90, 21) -> 12
(40, 90, 22) -> 12
(40, 90, 23) -> 12
(40, 95, 0) -> 12
(40, 95, 1) -> 12
(40, 95, 2) -> 12
(40, 95, 3) -> 12
(40, 95, 4) -> 12
(40, 95, 5) -> 12
(40, 95, 6) -> 12
(40, 95, 7) -> 12
(40, 95, 8) -> 12
(40, 95, 9) -> 12
(40, 95, 10) -> 12
(40, 95, 11) -> 12
(40, 95, 12) -> 12
(40, 95, 13) -> 12
(40, 95, 14) -> 12
(40, 95, 15) -> 12
(40, 95, 16) -> 12
(40, 95, 17) -> 12
(40, 95, 18) -> 12
(40, 95, 19) -> 12
(40, 95, 20) -> 12
(40, 95, 21) -> 12
(40, 95, 22) -> 12
(40, 95, 23) -> 12
(40, 100, 0) -> 13
(40, 100, 1) -> 13
(40, 100, 2) -> 13
(40, 100, 3) -> 13
(40, 100, 4) -> 13
(40, 100, 5) -> 13
(40, 100, 6) -> 13
(40, 100, 7) -> 13
(40, 100, 8) -> 13
(40, 100, 9) -> 13
(40, 100, 10) -> 13
(40, 100, 11) -> 13
(40, 100, 12) -> 13
(40, 100, 13) -> 13
(40, 100, 14) -> 13
(40, 100, 15) -> 13
(40, 100, 16) -> 13
(40, 100, 17) -> 13
(40, 100, 18) -> 13
(40, 100, 19) -> 13
(40, 100, 20) -> 13
(40, 100, 21) -> 13
(40, 100, 22) -> 13
(40, 100, 23) -> 13
(45, 0, 0) -> 1
(45, 0, 1) -> 1
(45, 0, 2) -> 1
(45, 0, 3) -> 1
(45, 0, 4) -> 1
(45, 0, 5) -> 1
(45, 0, 6) -> 1
(45, 0, 7) -> 1
(45, 0, 8) -> 1
(45, 0, 9) -> 1
(45, 0, 10) -> 1
(45, 0, 11) -> 1
(45, 0, 12) -> 1
(45, 0, 13) -> 1
(45, 0, 14) -> 1
(45, 0, 15) -> 1
(45, 0, 16) -> 1
(45, 0, 17) -> 1
(45, 0, 18) -> 1
(45, 0, 19) -> 1
(45, 0, 20) -> 1
(45, 0, 21) -> 1
(45, 0, 22) -> 1
(45, 0, 23) -> 1
(45, 5, 0) -> 1
(45, 5, 1) -> 1
(45, 5, 2) -> 1
(45, 5, 3) -> 1
(45, 5, 4) -> 1
(45, 5, 5) -> 1
(45, 5, 6) -> 1
(45, 5, 7) -> 1
(45, 5, 8) -> 1
(45, 5, 9) -> 1
(45, 5, 10) -> 1
(45, 5, 11) -> 1
(45, 5, 12) -> 1
(45, 5, 13) -> 1
(45, 5, 14) -> 1
(45, 5, 15) -> 1
(45, 5, 16) -> 1
(45, 5, 17) -> 1
(45, 5, 18) -> 1
(45, 5, 19) -> 1
(45, 5, 20) -> 1
(45, 5, 21) -> 1
(45, 5, 22) -> 1
(45, 5, 23) -> 1
(45, 10, 0) -> 2
(45, 10, 1) -> 2
(45, 10, 2) -> 2
(45, 10, 3) -> 2
(45, 10, 4) -> 2
(45, 10, 5) -> 2
(45, 10, 6) -> 2
(45, 10, 7) -> 2
(45, 10, 8) -> 2
(45, 10, 9) -> 2
(45, 10, 10) -> 2
(45, 10, 11) -> 2
(45, 10, 12) -> 2
(45, 10, 13) -> 2
(45, 10, 14) -> 2
(45, 10, 15) -> 2
(45, 10, 16) -> 2
(45, 10, 17) -> 2
(45, 10, 18) -> 2
(45, 10, 19) -> 2
(45, 10, 20) -> 2
(45, 10, 21) -> 2
(45, 10, 22) -> 2
(45, 10, 23) -> 2
(45, 15, 0) -> 2
(45, 15, 1) -> 2
(45, 15, 2) -> 2
(45, 15, 3) -> 2
(45, 15, 4) -> 2
(45, 15, 5) -> 2
(45, 15, 6) -> 2
(45, 15, 7) -> 2
(45, 15, 8) -> 2
(45, 15, 9) -> 2
(45, 15, 10) -> 2
(45, 15, 11) -> 2
(45, 15, 12) -> 2
(45, 15, 13) -> 2
(45, 15, 14) -> 2
(45, 15, 15) -> 2
(45, 15, 16) -> 2
(45, 15, 17) -> 2
(45, 15, 18) -> 2
(45, 15, 19) -> 2
(45, 15, 20) -> 2
(45, 15, 21) -> 2
(45, 15, 22) -> 2
(45, 15, 23) -> 2
(45, 20, 0) -> 3
(45, 20, 1) -> 3
(45, 20, 2) -> 3
(45, 20, 3) -> 3
(45, 20, 4) -> 3
(45, 20, 5) -> 3
(45, 20, 6) -> 3
(45, 20, 7) -> 3
(45, 20, 8) -> 3
(45, 20, 9) -> 3
(45, 20, 10) -> 3
(45, 20, 11) -> 3
(45, 20, 12) -> 3
(45, 20, 13) -> 3
(45, 20, 14) -> 3
(45, 20, 15) -> 3
(45, 20, 16) -> 3
(45, 20, 17) -> 3
(45, 20, 18) -> 3
(45, 20, 19) -> 3
(45, 20, 20) -> 3
(45, 20, 21) -> 3
(45, 20, 22) -> 3
(45, 20, 23) -> 3
(45, 25, 0) -> 4
(45, 25, 1) -> 4
(45, 25, 2) -> 4
(45, 25, 3) -> 4
(45, 25, 4) -> 4
(45, 25, 5) -> 4
(45, 25, 6) -> 4
(45, 25, 7) -> 4
(45, 25, 8) -> 4
(45, 25, 9) -> 4
(45, 25, 10) -> 4
(45, 25, 11) -> 4
(45, 25, 12) -> 4
(45, 25, 13) -> 4
(45, 25, 14) -> 4
(45, 25, 15) -> 4
(45, 25, 16) -> 4
(45, 25, 17) -> 4
(45, 25, 18) -> 4
(45, 25, 19) -> 4
(45, 25, 20) -> 4
(45, 25, 21) -> 4
(45, 25, 22) -> 4
(45, 25, 23) -> 4
(45, 30, 0) -> 4
(45, 30, 1) -> 4
(45, 30, 2) -> 4
(45, 30, 3) -> 4
(45, 30, 4) -> 4
(45, 30, 5) -> 4
(45, 30, 6) -> 4
(45, 30, 7) -> 4
(45, 30, 8) -> 4
(45, 30, 9) -> 4
(45, 30, 10) -> 4
(45, 30, 11) -> 4
(45, 30, 12) -> 4
(45, 30, 13) -> 4
(45, 30, 14) -> 4
(45, 30, 15) -> 4
(45, 30, 16) -> 4
(45, 30, 17) -> 4
(45, 30, 18) -> 4
(45, 30, 19) -> 4
(45, 30, 20) -> 4
(45, 30, 21) -> 4
(45, 30, 22) -> 4
(45, 30, 23) -> 4
(45, 35, 0) -> 5
(45, 35, 1) -> 5
(45, 35, 2) -> 5
(45, 35, 3) -> 5
(45, 35, 4) -> 5
(45, 35, 5) -> 5
(45, 35, 6) -> 5
(45, 35, 7) -> 5
(45, 35, 8) -> 5
(45, 35, 9) -> 5
(45, 35, 10) -> 5
(45, 35, 11) -> 5
(45, 35, 12) -> 5
(45, 35, 13) -> 5
(45, 35, 14) -> 5
(45, 35, 15) -> 5
(45, 35, 16) -> 5
(45, 35, 17) -> 5
(45, 35, 18) -> 5
(45, 35, 19) -> 5
(45, 35, 20) -> 5
(45, 35, 21) -> 5
(45, 35, 22) -> 5
(45, 35, 23) -> 5
(45, 40, 0) -> 6
(45, 40, 1) -> 6
(45, 40, 2) -> 6
(45, 40, 3) -> 6
(45, 40, 4) -> 6
(45, 40, 5) -> 6
(45, 40, 6) -> 6
(45, 40, 7) -> 6
(45, 40, 8) -> 6
(45, 40, 9) -> 6
(45, 40, 10) -> 6
(45, 40, 11) -> 6
(45, 40, 12) -> 6
(45, 40, 13) -> 6
(45, 40, 14) -> 6
(45, 40, 15) -> 6
(45, 40, 16) -> 6
(45, 40, 17) -> 6
(45, 40, 18) -> 6
(45, 40, 19) -> 6
(45, 40, 20) -> 6
(45, 40, 21) -> 6
(45, 40, 22) -> 6
(45, 40, 23) -> 6
(45, 45, 0) -> 7
(45, 45, 1) -> 7
(45, 45, 2) -> 7
(45, 45, 3) -> 7
(45, 45, 4) -> 7
(45, 45, 5) -> 7
(45, 45, 6) -> 7
(45, 45, 7) -> 7
(45, 45, 8) -> 7
(45, 45, 9) -> 7
(45, 45, 10) -> 7
(45, 45, 11) -> 7
(45, 45, 12) -> 7
(45, 45, 13) -> 7
(45, 45, 14) -> 7
(45, 45, 15) -> 7
(45, 45, 16) -> 7
(45, 45, 17) -> 7
(45, 45, 18) -> 7
(45, 45, 19) -> 7
(45, 45, 20) -> 7
(45, 45, 21) -> 7
(45, 45, 22) -> 7
(45, 45, 23) -> 7
(45, 50, 0) -> 7
(45, 50, 1) -> 7
(45, 50, 2) -> 7
(45, 50, 3) -> 7
(45, 50, 4) -> 7
(45, 50, 5) -> 7
(45, 50, 6) -> 7
(45, 50, 7) -> 7
(45, 50, 8) -> 7
(45, 50, 9) -> 7
(45, 50, 10) -> 7
(45, 50, 11) -> 7
(45, 50, 12) -> 7
(45, 50, 13) -> 7
(45, 50, 14) -> 7
(45, 50, 15) -> 7
(45, 50, 16) -> 7
(45, 50, 17) -> 7
(45, 50, 18) -> 7
(45, 50, 19) -> 7
(45, 50, 20) -> 7
(45, 50, 21) -> 7
(45, 50, 22) -> 7
(45, 50, 23) -> 7
(45, 55, 0) -> 8
(45, 55, 1) -> 8
(45, 55, 2) -> 8
(45, 55, 3) -> 8
(45, 55, 4) -> 8
(45, 55, 5) -> 8
(45, 55, 6) -> 8
(45, 55, 7) -> 8
(45, 55, 8) -> 8
(45, 55, 9) -> 8
(45, 55, 10) -> 8
(45, 55, 11) -> 8
(45, 55, 12) -> 8
(45, 55, 13) -> 8
(45, 55, 14) -> 8
(45, 55, 15) -> 8
(45, 55, 16) -> 8
(45, 55, 17) -> 8
(45, 55, 18) -> 8
(45, 55, 19) -> 8
(45, 55, 20) -> 8
(45, 55, 21) -> 8
(45, 55, 22) -> 8
(45, 55, 23) -> 8
